timestamp,dx_body_m,dy_body_m,dyaw_rad
8.0,0.2716551932106428,0.030466022707067428,0.11168293356721781
8.1,0.26442674415096434,0.03064809343918415,0.11538904640243874
8.200000000000001,0.2594969576006485,0.03048369544577753,0.11693633379999557
8.3,0.25661477094452434,0.030006856196119203,0.11640484161485087
8.4,0.25541647200653,0.02928486193595646,0.11415685016157795
8.5,0.25547185586815085,0.028407804648048526,0.11074245116106507
8.6,0.2563340236221332,0.027473945026580654,0.10677264210016535
8.700000000000001,0.25758271024011214,0.02657614267444859,0.10281139741095568
8.8,0.2588561192166206,0.02579282319050801,0.09931373220602513
8.9,0.25987116558869444,0.02518411145675889,0.09660830762076578
9.0,0.2604347293581028,0.024791765268534903,0.09490778521775223
9.1,0.26044904268977326,0.02464094241179581,0.0943286815458082
9.200000000000001,0.25991361596921037,0.024742158517359454,0.09490778521773757
9.3,0.2589249523443931,0.025092413942907905,0.09660830762077022
9.4,0.2576740889118111,0.025675043866807634,0.09931373220603623
9.5,0.25644084323150285,0.02645833033949703,0.10281139741094836
9.600000000000001,0.2555826160953388,0.027393408979152115,0.10677264210016135
9.700000000000001,0.25551497317900906,0.02841259918065943,0.11074245116106973
9.8,0.2566815776472925,0.029429913050839154,0.11415685016157517
9.9,0.25951312279393307,0.030345770541661335,0.11640484161485298
10.0,0.2643790062294037,0.031057200757464223,0.11693633379999635
10.100000000000001,0.2715404173244297,0.03147259597131721,0.1153890464024383
10.200000000000001,0.2811163078021415,0.03152708297457779,0.1116829335672167
10.3,0.2930713732506123,0.03119286635346484,0.10603517178399696
10.4,0.3072278233817543,0.03048042240521693,0.09888754151695936
10.5,0.3232945847419452,0.029430650813193945,0.09078331575587448
10.600000000000001,0.3409035276202597,0.02810201529768595,0.08224795857380877
10.700000000000001,0.35964361906424236,0.026557757345478324,0.07371086217714079
10.8,0.3790880918502795,0.024856575523949175,0.06547566472226467
10.9,0.3988136575169932,0.023047665374068008,0.05772635521883329
11.0,0.41841301564745886,0.021169306589285578,0.050551179234205074
11.100000000000001,0.4375025684250453,0.019249623873829502,0.04397052241071264
11.200000000000001,0.45572705412797027,0.017308325849080375,0.03796134278412239
11.3,0.47276234782435567,0.015358647386113145,0.0324756141540784
11.4,0.4883172343205728,0.013409100118572354,0.02745291454350557
11.5,0.5021346284888818,0.01146488667166945,0.022828330046404555
11.600000000000001,0.5139925009199271,0.009528968732774673,0.018536996632954772
11.700000000000001,0.5237046347259967,0.007602836915827693,0.014516394101797725
11.8,0.5311212640938904,0.005687046219742392,0.010707213725288378
11.9,0.5361296055899456,0.003781577470777897,0.0070533593372500425
12.0,0.5386542750344242,0.0018860750036633345,0.003501443102278179
